Sample	error_rate	non-primary_alignments	reads_mapped	reads_mapped_percent	reads_properly_paired_percent	reads_MQ0_percent	raw_total_sequences	flagstat_total	mapped_passed	mapped_passed_pct	% Neisseria gonorrhoeae	% Top	% Unclassified	pct_duplication	after_filtering_q30_rate	after_filtering_q30_bases	filtering_result_passed_filter_reads	after_filtering_gc_content	pct_surviving	pct_adapter	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
fastp | AC79_EKDL240003470-1A_223JWCLT4_L2.lib2														6.616750000000001	0.94621	127570378.0	958416.0	0.418107	98.33457822721638	24.96685983042083						
fastp | AC79_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.024487079085418	41.0	140.66211332031185	150	9.090909090909092	479208.0
fastp | AC79_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.560492103826832	41.0	140.67021627351798	150	9.090909090909092	479208.0
fastp | AC79_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.05668	0.951185	1894078892.0	14328144.0	0.418847	98.18951537300129	28.85781961160982						
fastp | AC79_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.305390433697497	41.0	138.96856159457917	150	9.090909090909092	7164072.0
fastp | AC79_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.72637655931608	41.0	138.9724459776507	150	9.090909090909092	7164072.0
fastp | AC80_EKDL240003470-1A_223JWCLT4_L2.lib2														7.157330000000001	0.944563	188954578.0	1397824.0	0.409068	98.12169464446413	20.470144926722362						
fastp | AC80_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.057671183144095	40.0	143.10416332814432	150	9.090909090909092	698912.0
fastp | AC80_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.5639935652504	40.0	143.1091782656472	150	9.090909090909092	698912.0
fastp | AC80_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.58649	0.951774	2787912771.0	20662348.0	0.409834	98.02004922646965	23.9130166649304						
fastp | AC80_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.823880498945172	40.0	141.76002494972983	150	9.090909090909092	10331174.0
fastp | AC80_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.297764552970406	41.0	141.75640019227242	150	9.090909090909092	10331174.0
fastp | AC81_EKDL240003470-1A_223JWCLT4_L2.lib2														6.434760000000001	0.942902	251892717.0	1885198.0	0.430016	98.83486716625896	22.399081063340994						
fastp | AC81_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					15.055308496356218	43.0	141.69858975025434	150	9.090909090909092	942599.0
fastp | AC81_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					15.794532729691241	43.0	141.70641492299484	150	9.090909090909092	942599.0
fastp | AC81_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.70138	0.952039	3570737191.0	26765498.0	0.430627	98.68068608069656	26.198576576483575						
fastp | AC81_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					16.816690205074508	43.0	140.11919808105196	150	9.090909090909092	13382749.0
fastp | AC81_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					17.185501130284948	43.0	140.12673180973505	150	9.090909090909092	13382749.0
fastp | AC82_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.203380000000001	0.95997	4240507984.0	29813500.0	0.439963	97.61038156562292	6.248171043339356						
fastp | AC82_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					8.74547455786879	43.0	148.16709685209722	150	0.0	14906750.0
fastp | AC82_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					8.960743758471438	44.0	148.16472034481023	150	0.0	14906750.0
fastp | AC83_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.23459	0.966978	3447247637.0	24205722.0	0.439523	98.14366620228385	9.239100113689995						
fastp | AC83_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					8.302334411319663	43.0	147.27758651446132	150	0.0	12102861.0
fastp | AC83_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					8.59463783145793	43.0	147.2737646082195	150	0.0	12102861.0
fastp | AC84_EKDL240003470-1A_223JWCLT4_L2.lib2														4.2562999999999995	0.94783	367097820.0	2884250.0	0.408508	95.86455419533934	36.953513044958044						
fastp | AC84_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					12.417320226027925	40.0	134.26299315246598	150	9.090909090909092	1442125.0
fastp | AC84_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					13.19005916314596	40.0	134.28939516338735	150	9.090909090909092	1442125.0
fastp | AC84_EKDL240003470-1A_22JVFTLT3_L1.lib1														7.3100700000000005	0.950562	5535171899.0	44066888.0	0.409554	94.99851703891886	41.24142791798085						
fastp | AC84_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					20.2694210216863	40.0	132.11589790502111	150	9.090909090909092	22033444.0
fastp | AC84_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					21.02162927836784	41.0	132.15298116808248	150	9.090909090909092	22033444.0
fastp | AC85_EKDL230051108-1A_22FN5HLT3_L1.lib1														51.2724	0.966004	2433981142.0	20409576.0	0.44049	95.44475420337423	54.90988584083899						
fastp | AC85_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					83.64236638725484	43.0	123.42510652842567	137	18.181818181818183	10204788.0
fastp | AC85_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					84.62538491692585	44.0	123.45785458747403	137	18.181818181818183	10204788.0
fastp | AC86_EKDL230051108-1A_22FN5HLT3_L1.lib1														69.1264	0.967971	5108831504.0	36788730.0	0.434444	94.39361108438372	20.824834664357418						
fastp | AC86_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					89.6263711868134	43.0	143.46247250176887	150	9.090909090909092	18394365.0
fastp | AC86_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					89.9970051704078	43.0	143.45784499763923	150	9.090909090909092	18394365.0
fastp | AC87_EKDL230051108-1A_22FN5HLT3_L1.lib1														67.46520000000001	0.968638	4456715194.0	31789768.0	0.404725	96.15961293401303	17.22043997442662						
fastp | AC87_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					87.97044928333591	40.0	144.73054581587382	150	9.090909090909092	15894884.0
fastp | AC87_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					88.86163298074334	40.0	144.7270788512832	150	9.090909090909092	15894884.0
fastp | AC88_EKDL240003470-1A_223JWCLT4_L2.lib2														5.85262	0.941492	148798043.0	1133458.0	0.447211	97.43973728551288	26.66010453560744						
fastp | AC88_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.630194339161633	44.0	139.42290936232308	150	9.090909090909092	566729.0
fastp | AC88_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.1625001634267	44.0	139.4366407930422	150	9.090909090909092	566729.0
fastp | AC88_EKDL240003470-1A_22JVFTLT3_L1.lib1														7.060560000000001	0.944844	2208413460.0	16979414.0	0.448915	97.1171900613541	30.62004773892168						
fastp | AC88_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					14.345275817644875	44.0	137.6432336239637	150	9.090909090909092	8489707.0
fastp | AC88_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					14.91639988773737	44.0	137.65700441723135	150	9.090909090909092	8489707.0
fastp | AC89_EKDL230051108-1A_22FN5HLT3_L1.lib1														10.7071	0.964477	4413520584.0	30902308.0	0.457961	97.91904923838611	7.0745697048541025						
fastp | AC89_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					18.317033087326934	45.0	148.08271647541665	150	0.0	15451154.0
fastp | AC89_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					18.588828608259305	45.0	148.0784907716278	150	0.0	15451154.0
fastp | AC90_EKDL240003470-1A_223JWCLT4_L2.lib2														6.75761	0.9429	362305345.0	2682028.0	0.42308	98.52522285496812	20.31071489184747						
fastp | AC90_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.277306671688905	42.0	143.259249344153	150	9.090909090909092	1341014.0
fastp | AC90_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.770547938761993	42.0	143.2668898311278	150	9.090909090909092	1341014.0
fastp | AC90_EKDL240003470-1A_22JVFTLT3_L1.lib1														6.97837	0.948056	5311500559.0	39454440.0	0.424798	98.32357360511746	23.637895766411674						
fastp | AC90_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					10.861905836200165	42.0	141.99270170860365	150	9.090909090909092	19727220.0
fastp | AC90_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					11.188095767536339	42.0	141.9967947333684	150	9.090909090909092	19727220.0
fastp | AC91_EKDL240003470-1A_223JWCLT4_L2.lib2														6.664200000000001	0.938511	227418369.0	1677916.0	0.426747	98.1063015697794	17.407197784721312						
fastp | AC91_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.4483051675479	42.0	144.40946984235205	150	9.090909090909092	838958.0
fastp | AC91_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.970939799098858	42.0	144.4136988979186	150	9.090909090909092	838958.0
fastp | AC91_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.26737	0.944115	3276666065.0	24218784.0	0.427944	97.84413737133981	20.491146478977484						
fastp | AC91_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.740618677873698	42.0	143.2995607046167	150	9.090909090909092	12109392.0
fastp | AC91_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.128064017814509	42.0	143.29654618497776	150	9.090909090909092	12109392.0
fastp | AC92_EKDL240003470-1A_223JWCLT4_L2.lib2														7.0683	0.937924	292189960.0	2173350.0	0.421923	98.44078243515867	18.752553476941028						
fastp | AC92_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.811536847051144	42.0	143.33228058067039	150	9.090909090909092	1086675.0
fastp | AC92_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.2365770321085	42.0	143.34124186164217	150	9.090909090909092	1086675.0
fastp | AC92_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.93943	0.953645	3429980376.0	25273980.0	0.421535	98.27232038186024	20.96070853800269						
fastp | AC92_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.658082368876137	42.0	142.30394025792535	150	9.090909090909092	12636990.0
fastp | AC92_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.861458313083503	42.0	142.305846724576	150	9.090909090909092	12636990.0
fastp | AC93_EKDL240003470-1A_223JWCLT4_L2.lib2														6.25911	0.942948	210004323.0	1578798.0	0.425904	97.84805890227577	24.590708513064605						
fastp | AC93_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.980298771706401	42.0	141.05110976831742	150	9.090909090909092	789399.0
fastp | AC93_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.49062585614459	42.0	141.06457697564855	150	9.090909090909092	789399.0
fastp | AC93_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.9302	0.946838	3070402212.0	23240026.0	0.42701	97.57398757654448	28.296193821020786						
fastp | AC93_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.744784383258079	42.0	139.5239016514009	150	9.090909090909092	11620013.0
fastp | AC93_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.062644361639343	42.0	139.53376084863245	150	9.090909090909092	11620013.0
fastp | AC94_EKDL230051108-1A_22FN5HLT3_L1.lib1														45.405699999999996	0.966761	4042852046.0	28642186.0	0.436279	93.67349260143814	16.8482498620351						
fastp | AC94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					61.57613315079112	43.0	146.00076670125668	150	9.090909090909092	14321093.0
fastp | AC94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					62.12557280346466	43.0	145.99896355676205	150	9.090909090909092	14321093.0
fastp | AC95_EKDL240003470-1A_223JWCLT4_L2.lib2														7.330620000000001	0.943168	550633889.0	4125192.0	0.418001	98.22390865815956	23.301841237549358						
fastp | AC95_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.09502542146572	41.0	141.51463350069525	150	9.090909090909092	2062596.0
fastp | AC95_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.671015861270462	41.0	141.52602157669267	150	9.090909090909092	2062596.0
fastp | AC95_EKDL240003470-1A_22JVFTLT3_L1.lib1														6.72152	0.954981	7022773518.0	52480940.0	0.417625	98.11439769345557	26.53515434980372						
fastp | AC95_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					11.068326995277587	41.0	140.1167668490694	150	9.090909090909092	26240470.0
fastp | AC95_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					11.460639098037603	41.0	140.12059261895843	150	9.090909090909092	26240470.0
fastp | AC96_EKDL230051108-1A_22FN5HLT3_L1.lib1														56.8897	0.969005	4044951298.0	28425782.0	0.41792	96.43891830435291	12.538655081694156						
fastp | AC96_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					77.6779506079573	41.0	146.84927823621527	150	9.090909090909092	14212891.0
fastp | AC96_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					78.44246440531478	41.0	146.8446579939296	150	9.090909090909092	14212891.0
fastp | AC97_EKDL230051108-1A_22FN5HLT3_L1.lib1														7.4549	0.964323	3340526709.0	23486386.0	0.48781	97.00415484526262	9.232722384338302						
fastp | AC97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					8.765254744371106	48.0	147.49828951972432	150	0.0	11743193.0
fastp | AC97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					9.064091439332202	48.0	147.48552459284284	150	0.0	11743193.0
fastp | AC98_EKDL240003470-1A_223JWCLT4_L2.lib2														6.1688	0.944043	149207668.0	1114800.0	0.427011	98.34937495037538	23.47010613051495						
fastp | AC98_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.695295553497488	42.0	141.76471833512738	150	9.090909090909092	557400.0
fastp | AC98_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.185098520671275	42.0	141.77637244348762	150	9.090909090909092	557400.0
fastp | AC98_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.5317799999999995	0.948742	2222598933.0	16695212.0	0.428184	98.17773384321988	27.138156869502012						
fastp | AC98_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.761964728603957	42.0	140.31231624971278	150	9.090909090909092	8347606.0
fastp | AC98_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.135469010830732	42.0	140.3161433349873	150	9.090909090909092	8347606.0
fastp | AC99_EKDL240003470-1A_223JWCLT4_L2.lib2														6.507689999999999	0.945318	229954655.0	1718208.0	0.419535	98.4552758877952	23.963451041333602						
fastp | AC99_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.924103840809366	41.0	141.56417616493462	150	9.090909090909092	859104.0
fastp | AC99_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.385507258366914	42.0	141.576506453235	150	9.090909090909092	859104.0
fastp | AC99_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.15686	0.955334	3020235108.0	22495416.0	0.419192	98.36225393931464	26.268178425085686						
fastp | AC99_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.60028441753883	41.0	140.52808154336867	150	9.090909090909092	11247708.0
fastp | AC99_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.938711118640583	41.0	140.53475143558137	150	9.090909090909092	11247708.0
fastp | AD01_EKDL240003470-1A_223JWCLT4_L2.lib2														6.70101	0.943726	256859085.0	1914122.0	0.427859	98.55655261472302	22.717845528371562						
fastp | AD01_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					19.681848957205347	42.0	142.18204795723574	150	9.090909090909092	957061.0
fastp | AD01_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					20.89227245360796	42.0	142.19272857215998	150	9.090909090909092	957061.0
fastp | AD01_EKDL240003470-1A_22JVFTLT3_L1.lib1														7.0273900000000005	0.95065	3556512301.0	26593106.0	0.428214	98.43813691363967	26.711116961349386						
fastp | AD01_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					20.48209163142019	42.0	140.67113025458553	150	9.090909090909092	13296553.0
fastp | AD01_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					20.83719566742107	42.0	140.67830730265206	150	9.090909090909092	13296553.0
fastp | AD02_EKDL240003470-1A_223JWCLT4_L2.lib2														5.79171	0.941	97480350.0	737402.0	0.421238	97.96810398886137	25.66348167121919						
fastp | AD02_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					12.224902845425817	42.0	140.47363310650093	150	9.090909090909092	368701.0
fastp | AD02_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					13.12171587969	42.0	140.48578658587854	150	9.090909090909092	368701.0
fastp | AD02_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.8176	0.952804	1271091702.0	9580464.0	0.420903	97.93586145547722	28.558911905541244						
fastp | AD02_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					12.052901875795499	42.0	139.2367995955102	150	9.090909090909092	4790232.0
fastp | AD02_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					12.473282896104678	42.0	139.24511088398225	150	9.090909090909092	4790232.0
fastp | AD03_EKDL240003470-1A_223JWCLT4_L2.lib2														5.64765	0.943342	149487135.0	1116854.0	0.433742	97.72550680405443	23.10980987847903						
fastp | AD03_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.197444903795557	43.0	141.87457626511613	150	9.090909090909092	558427.0
fastp | AD03_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					7.662401798837308	43.0	141.88564306525294	150	9.090909090909092	558427.0
fastp | AD03_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.76868	0.95133	2202805850.0	16482034.0	0.43502	97.60547878165968	26.6256916372021						
fastp | AD03_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.804233761760173	43.0	140.4794127957751	150	9.090909090909092	8241017.0
fastp | AD03_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.320351259264498	43.0	140.4786408036775	150	9.090909090909092	8241017.0
fastp | AD04_EKDL230051108-1A_22FN5HLT3_L1.lib1														32.569900000000004	0.96811	4481470275.0	32034686.0	0.438728	97.31116603643893	17.09290195342955						
fastp | AD04_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					43.88643399546536	43.0	144.4991084975829	150	0.0	16017343.0
fastp | AD04_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					44.64710113387515	43.0	144.4966225671761	150	0.0	16017343.0
fastp | AD05_EKDL240003470-1A_223JWCLT4_L2.lib2														4.590310000000001	0.951136	222101452.0	1830400.0	0.426568	94.89395455417365	47.16080232672677						
fastp | AD05_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.970196785902047	42.0	127.5440264423077	150	9.090909090909092	915200.0
fastp | AD05_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					10.01559931273161	42.0	127.591131993007	150	9.090909090909092	915200.0
fastp | AD05_EKDL240003470-1A_22JVFTLT3_L1.lib1														13.5585	0.95419	3531199787.0	29621946.0	0.428374	94.76490601711222	51.78180230242479						
fastp | AD05_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					33.79728965612749	42.0	124.88772567474129	147	9.090909090909092	14810973.0
fastp | AD05_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					35.14572278764716	42.0	124.9609343018855	147	9.090909090909092	14810973.0
fastp | AD06_EKDL240003470-1A_223JWCLT4_L2.lib2														6.280130000000001	0.941349	179256624.0	1327918.0	0.437058	98.31768643013682	20.095436237635493						
fastp | AD06_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.026092236032738	43.0	143.39300167630833	150	9.090909090909092	663959.0
fastp | AD06_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.439193435019078	43.0	143.39926862953888	150	9.090909090909092	663959.0
fastp | AD06_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.58664	0.951305	2547637741.0	18813544.0	0.437259	98.29356685561321	23.08869132637254						
fastp | AD06_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.675574256169398	43.0	142.3414510312358	150	9.090909090909092	9406772.0
fastp | AD06_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.007026065057104	43.0	142.3403307744676	150	9.090909090909092	9406772.0
fastp | AD07_EKDL230051108-1A_22FN5HLT3_L1.lib1														9.25359	0.964845	4860037018.0	34255348.0	0.463224	96.69418487559673	10.238044522738669						
fastp | AD07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					9.631483647085119	46.0	147.0513892312523	150	0.0	17127674.0
fastp | AD07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					9.919563394051153	46.0	147.03505998537804	150	0.0	17127674.0
fastp | AD08_EKDL240003470-1A_223JWCLT4_L2.lib2														6.67791	0.942039	187675537.0	1402876.0	0.393458	98.17942598800468	22.818551463023745						
fastp | AD08_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.550920621130516	39.0	142.00246636195928	150	9.090909090909092	701438.0
fastp | AD08_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.093885098981332	39.0	142.01050983836063	150	9.090909090909092	701438.0
fastp | AD08_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.27039	0.947119	2804096863.0	21061176.0	0.394497	97.97575528530147	26.45210243951591						
fastp | AD08_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.897869596963929	39.0	140.56551077679612	150	9.090909090909092	10530588.0
fastp | AD08_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					10.319130166102568	39.0	140.5725702116539	150	9.090909090909092	10530588.0
fastp | AD09_EKDL240003470-1A_223JWCLT4_L2.lib2														6.44446	0.944509	170517502.0	1258822.0	0.420555	98.34439310820038	20.29149681175362						
fastp | AD09_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.116576754003304	42.0	143.41155461216914	150	9.090909090909092	629411.0
fastp | AD09_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.613688907458041	42.0	143.4097815259028	150	9.090909090909092	629411.0
fastp | AD09_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.51373	0.95329	2328849637.0	17151952.0	0.421613	98.27698510668628	22.784871123399846						
fastp | AD09_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.27572639258753	42.0	142.42403266986756	150	9.090909090909092	8575976.0
fastp | AD09_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.602962517092422	42.0	142.42130668276124	150	9.090909090909092	8575976.0
fastp | AD10_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.04	0.964902	4128053824.0	29871266.0	0.427816	98.18374023898757	17.97745662760147						
fastp | AD10_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					9.64480546636483	42.0	143.2182014649128	150	0.0	14935633.0
fastp | AD10_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					9.878172430814274	42.0	143.21938648331812	150	0.0	14935633.0
fastp | AD11_EKDL240003470-1A_223JWCLT4_L2.lib2														6.337149999999999	0.948556	253257297.0	1907908.0	0.340409	98.21060705112036	26.501258577112942						
fastp | AD11_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.864523982961131	34.0	139.92973560570007	150	18.181818181818183	953954.0
fastp | AD11_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.554159971009682	34.0	139.9400275065674	150	18.181818181818183	953954.0
fastp | AD11_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.35344	0.952407	3842386139.0	29185164.0	0.343723	98.11054638241202	30.27249198110049						
fastp | AD11_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					11.844476891218193	34.0	138.22430985825537	150	18.181818181818183	14592582.0
fastp | AD11_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					12.491842373633858	34.0	138.2332496058614	150	18.181818181818183	14592582.0
fastp | AD12_EKDL240003470-1A_223JWCLT4_L2.lib2														5.575270000000001	0.941975	234251869.0	1780692.0	0.401743	98.43972854460904	26.265896260522876						
fastp | AD12_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.476093106995066	40.0	139.64584554768595	150	9.090909090909092	890346.0
fastp | AD12_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					7.918231287113471	40.0	139.65833395107072	150	9.090909090909092	890346.0
fastp | AD12_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.48624	0.947933	3344012034.0	25547768.0	0.402599	98.22301918188263	29.734751610536886						
fastp | AD12_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.394061480697346	40.0	138.0721245785542	150	9.090909090909092	12773884.0
fastp | AD12_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.582728547014682	40.0	138.08435860228573	150	9.090909090909092	12773884.0
fastp | AD13_EKDL230051108-1A_22FN5HLT3_L1.lib1														65.78190000000001	0.966981	3896815468.0	27987250.0	0.477503	97.58850079012959	18.467978481695912						
fastp | AD13_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					86.99000038679326	47.0	143.9849373554029	150	9.090909090909092	13993625.0
fastp | AD13_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					87.56368417454641	47.0	143.9849574359753	150	9.090909090909092	13993625.0
fastp | AD14_EKDL240003470-1A_223JWCLT4_L2.lib2														7.234999999999999	0.938775	254910266.0	1894412.0	0.42675	98.39383878969696	18.006051930675994						
fastp | AD14_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.022098422794983	42.0	143.32809969531442	150	9.090909090909092	947206.0
fastp | AD14_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.380768823841194	42.0	143.33529453994169	150	9.090909090909092	947206.0
fastp | AD14_EKDL240003470-1A_22JVFTLT3_L1.lib1														6.68642	0.94607	3633204080.0	27023818.0	0.427496	97.96146417125217	20.817353708952442						
fastp | AD14_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.567417311147835	42.0	142.10366359039273	150	9.090909090909092	13511909.0
fastp | AD14_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.822576908848689	42.0	142.10622044597844	150	9.090909090909092	13511909.0
fastp | AD15_EKDL240003470-1A_223JWCLT4_L2.lib2														6.37944	0.943766	191869037.0	1440032.0	0.41446	98.59397166034036	24.31033680047762						
fastp | AD15_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.202843242676778	41.0	141.16871430634876	150	9.090909090909092	720016.0
fastp | AD15_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.828176040201328	41.0	141.1790654652119	150	9.090909090909092	720016.0
fastp | AD15_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.02441	0.954002	2562318958.0	19223824.0	0.414959	98.52003351269775	28.17943724989243						
fastp | AD15_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.804495247598638	41.0	139.70603881933167	150	9.090909090909092	9611912.0
fastp | AD15_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					10.273249186131338	41.0	139.71189623875043	150	9.090909090909092	9611912.0
fastp | AD16_EKDL230051108-1A_22FN5HLT3_L1.lib1														17.1842	0.962573	5347330390.0	37826516.0	0.439054	97.75160927716429	10.676978417154638						
fastp | AD16_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					24.167489878707443	43.0	146.86006567456542	150	0.0	18913258.0
fastp | AD16_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					24.394876770955776	43.0	146.8582948532717	150	0.0	18913258.0
fastp | AD17_EKDL240003470-1A_223JWCLT4_L2.lib2														6.894690000000001	0.944307	312313227.0	2365378.0	0.420534	98.31057519744175	27.0073556977356						
fastp | AD17_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.720578922438179	42.0	139.8113003503034	150	9.090909090909092	1182689.0
