Sample	error_rate	non-primary_alignments	reads_mapped	reads_mapped_percent	reads_properly_paired_percent	reads_MQ0_percent	raw_total_sequences	flagstat_total	mapped_passed	mapped_passed_pct	% Neisseria gonorrhoeae	% Top	% Unclassified	pct_duplication	after_filtering_q30_rate	after_filtering_q30_bases	filtering_result_passed_filter_reads	after_filtering_gc_content	pct_surviving	pct_adapter	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
fastp | AD89_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.126232387337325	43.0	141.34586163259695	150	9.090909090909092	210989.0
fastp | AD89_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.668757649636376	43.0	141.35112257037096	150	9.090909090909092	210989.0
fastp | AD89_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.70979	0.954677	764248238.0	5722628.0	0.436329	98.3792752983374	27.29018735739837						
fastp | AD89_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.720720144774887	43.0	139.87997996724582	150	9.090909090909092	2861314.0
fastp | AD89_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.005336883417897	43.0	139.88455373999497	150	9.090909090909092	2861314.0
fastp | AD90_EKDL240003470-1A_223JWCLT4_L2.lib2														7.141649999999999	0.945876	249373581.0	1852812.0	0.423576	98.16264121914159	22.433631506782543						
fastp | AD90_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.52222816447572	42.0	142.28476175672438	150	9.090909090909092	926406.0
fastp | AD90_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.101507349311646	42.0	142.29414964928984	150	9.090909090909092	926406.0
fastp | AD90_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.81954	0.949744	3638351047.0	27198458.0	0.425024	97.86082811217415	26.06106041528877						
fastp | AD90_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.494017013096439	42.0	140.84067302638996	150	9.090909090909092	13599229.0
fastp | AD90_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.850357935431617	42.0	140.8448807649316	150	9.090909090909092	13599229.0
fastp | AD91_EKDL230051108-1A_22FN5HLT3_L1.lib1														63.853	0.965295	3420632780.0	25293122.0	0.462056	83.87177962503563	33.36802413192977						
fastp | AD91_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					87.54920348132032	46.0	140.1034482022425	150	9.090909090909092	12646561.0
fastp | AD91_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					88.33300991482957	46.0	140.08673630720637	150	9.090909090909092	12646561.0
fastp | AD93_EKDL240003470-1A_223JWCLT4_L2.lib2														6.32113	0.94346	242066770.0	1823588.0	0.447533	97.54217352094474	24.760074414106587						
fastp | AD93_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.063952014309677	44.0	140.68692380077078	150	9.090909090909092	911794.0
fastp | AD93_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.624169931586223	44.0	140.6994518498696	150	9.090909090909092	911794.0
fastp | AD93_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.68389	0.947812	3554378979.0	26975954.0	0.448972	97.42859016804583	28.76556942297299						
fastp | AD93_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.368337767414246	44.0	139.00673651801156	150	9.090909090909092	13487977.0
fastp | AD93_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.817981098136087	44.0	139.01263918228804	150	9.090909090909092	13487977.0
fastp | AD94_EKDL230051108-1A_22FN5HLT3_L1.lib1														7.67669	0.966968	10425485662.0	73138530.0	0.425648	98.2853445113009	9.006130016466418						
fastp | AD94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					13.888058964368966	42.0	147.4133822213818	150	0.0	36569265.0
fastp | AD94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					14.22545597750765	42.0	147.40948186954265	150	0.0	36569265.0
fastp | AD95_EKDL240003470-1A_223JWCLT4_L2.lib2														5.96413	0.941801	271662359.0	2039490.0	0.425977	98.59276805568985	24.367833317219375						
fastp | AD95_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.079748425254081	42.0	141.42154656311138	150	9.090909090909092	1019745.0
fastp | AD95_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.539479375082635	42.0	141.43309945133342	150	9.090909090909092	1019745.0
fastp | AD95_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.14421	0.946428	3989134954.0	30089596.0	0.42685	98.32437847309635	27.7154656226693						
fastp | AD95_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.073701726482014	42.0	140.06763879448565	150	9.090909090909092	15044798.0
fastp | AD95_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.33446027491405	42.0	140.07906845941037	150	9.090909090909092	15044798.0
fastp | AD96_EKDL240003470-1A_223JWCLT4_L2.lib2														5.48311	0.946473	172807825.0	1350394.0	0.395397	98.35496511238328	35.95136127256042						
fastp | AD96_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.682877751756763	39.0	135.195103058811	150	9.090909090909092	675197.0
fastp | AD96_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.210851103386304	39.0	135.21859546176893	150	9.090909090909092	675197.0
fastp | AD96_EKDL240003470-1A_22JVFTLT3_L1.lib1														3.87928	0.950363	2581509336.0	20429822.0	0.395657	98.32264817202984	40.54451778360821						
fastp | AD96_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.241508524839162	39.0	132.9475506932953	150	9.090909090909092	10214911.0
fastp | AD96_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.617841893668981	39.0	132.97525274571655	150	9.090909090909092	10214911.0
fastp | AD97_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.367560000000001	0.967446	3862918084.0	27062322.0	0.434767	98.18961290923704	8.991031188382777						
fastp | AD97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					10.88440585475918	43.0	147.54437516485098	150	0.0	13531161.0
fastp | AD97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					11.170413848635988	43.0	147.5402670177378	150	0.0	13531161.0
fastp | AD98_EKDL230051108-1A_22FN5HLT3_L1.lib1														49.9822	0.968136	7886024249.0	55200652.0	0.442082	97.8347788605644	9.35127623252642						
fastp | AD98_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					67.11822745518772	44.0	147.56293447403485	150	18.181818181818183	27600326.0
fastp | AD98_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					67.68896458044625	44.0	147.55844735312184	150	18.181818181818183	27600326.0
fastp | AD99_EKDL240003470-1A_223JWCLT4_L2.lib2														6.55295	0.946075	234376402.0	1753696.0	0.427388	98.29352147979252	24.115232980334525						
fastp | AD99_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.956421208928006	42.0	141.25583453460578	150	9.090909090909092	876848.0
fastp | AD99_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.39105659164359	42.0	141.26305015236392	150	9.090909090909092	876848.0
fastp | AD99_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.1558399999999995	0.951872	3441475780.0	25885918.0	0.428275	98.16852881292992	27.851139996365408						
fastp | AD99_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.7877079193743555	42.0	139.66056919441684	150	9.090909090909092	12942959.0
fastp | AD99_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					8.087448645874488	42.0	139.66555190354848	150	9.090909090909092	12942959.0
fastp | AE01_EKDL240003470-1A_223JWCLT4_L2.lib2														4.037319999999999	0.954698	135916227.0	1166082.0	0.416963	68.04827236068883	66.17048219839987						
fastp | AE01_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					13.687303318074882	41.0	122.05097240159783	137	9.090909090909092	583041.0
fastp | AE01_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					15.11580771158441	41.0	122.10497031941149	137	9.090909090909092	583041.0
fastp | AE01_EKDL240003470-1A_22JVFTLT3_L1.lib1														28.2005	0.9558	2177586488.0	19056742.0	0.417932	64.64062689740464	69.7810153366263						
fastp | AE01_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					59.92398438249452	41.0	119.5100709239806	132	18.181818181818183	9528371.0
fastp | AE01_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					61.321093067089635	41.0	119.5787538079699	132	18.181818181818183	9528371.0
fastp | AE02_EKDL240003470-1A_223JWCLT4_L2.lib2														5.79014	0.942404	334106725.0	2529078.0	0.427082	98.68394252237587	25.954129965358284						
fastp | AE02_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.182126679310528	42.0	140.16717871097688	150	9.090909090909092	1264539.0
fastp | AE02_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.760523171063141	42.0	140.18261358487163	150	9.090909090909092	1264539.0
fastp | AE02_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.22931	0.947851	4858073899.0	36998000.0	0.428376	98.44240268003442	29.746198042018445						
fastp | AE02_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.5700369075022	42.0	138.5175641386021	150	9.090909090909092	18499000.0
fastp | AE02_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					10.040181143459677	42.0	138.53093437483108	150	9.090909090909092	18499000.0
fastp | AE03_EKDL240003470-1A_223JWCLT4_L2.lib2														6.36235	0.944051	124524323.0	931778.0	0.435796	97.46958057173461	24.757418658365133						
fastp | AE03_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.456130232371876	43.0	141.54975970671126	150	9.090909090909092	465889.0
fastp | AE03_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.969015912624755	43.0	141.5592490915218	150	9.090909090909092	465889.0
fastp | AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1														6.414499999999999	0.949097	1841796961.0	13837164.0	0.437186	97.29938857583566	28.230319696813723						
fastp | AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					10.18525215618699	43.0	140.23499873239922	150	9.090909090909092	6918582.0
fastp | AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					10.694811647321785	43.0	140.23859614585763	150	9.090909090909092	6918582.0
fastp | AE04_EKDL240003470-1A_223JWCLT4_L2.lib2														6.30033	0.944614	288491006.0	2174866.0	0.409237	98.32355914334333	26.089944248237302						
fastp | AE04_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.551882652904467	40.0	140.41422414070567	150	9.090909090909092	1087433.0
fastp | AE04_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.214868566966743	40.0	140.42458615841159	150	9.090909090909092	1087433.0
fastp | AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.0484800000000005	0.948802	4151244115.0	31529788.0	0.411123	98.17766334469167	30.01116424233985						
fastp | AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.947618398700897	41.0	138.75278749099107	150	9.090909090909092	15764894.0
fastp | AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					10.339192634358938	41.0	138.76561777072527	150	9.090909090909092	15764894.0
fastp | AE05_EKDL240003470-1A_223JWCLT4_L2.lib2														6.442430000000001	0.948641	663335853.0	5037306.0	0.42371	98.24446230953492	28.199518734745926						
fastp | AE05_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.046489560983119	42.0	138.8027568704383	150	9.090909090909092	2518653.0
fastp | AE05_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.601085923670936	42.0	138.81486572386112	150	9.090909090909092	2518653.0
fastp | AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.62477	0.955396	9573934157.0	73239796.0	0.424503	97.98177844219347	32.400249616098726						
fastp | AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					12.907375092407321	42.0	136.80895951703633	150	9.090909090909092	36619898.0
fastp | AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					13.187608498315598	42.0	136.82360174788036	150	9.090909090909092	36619898.0
fastp | AE06_EKDL240003470-1A_223JWCLT4_L2.lib2														6.91905	0.942892	104376179.0	781978.0	0.421827	98.04555359681832	24.023466396511388						
fastp | AE06_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					9.027194351740249	42.0	141.5486190148572	150	9.090909090909092	390989.0
fastp | AE06_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.491400512578096	42.0	141.56062958292944	150	9.090909090909092	390989.0
fastp | AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.54971	0.95151	1463390757.0	10975136.0	0.422409	97.87410273523291	27.61845428787596						
fastp | AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.694870696020644	42.0	140.12268257996985	150	9.090909090909092	5487568.0
fastp | AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.974239370976193	42.0	140.1297633122724	150	9.090909090909092	5487568.0
fastp | AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.169609999999999	0.964647	4363717864.0	30594258.0	0.454469	97.85282756912521	7.5229587907265705						
fastp | AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					11.343765704139457	45.0	147.8596720992547	150	0.0	15297129.0
fastp | AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					11.627311732966135	45.0	147.85584785223423	150	0.0	15297129.0
fastp | AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.387450000000001	0.968084	4095707008.0	28824448.0	0.437943	98.26534230062236	10.653281869603399						
fastp | AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					14.928392693144247	43.0	146.7751632225533	150	0.0	14412224.0
fastp | AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					15.386168534810338	43.0	146.77151666529747	150	0.0	14412224.0
fastp | AE09_EKDL240003470-1A_223JWCLT4_L2.lib2														5.8942000000000005	0.946521	276917737.0	2095044.0	0.438841	97.52646426277127	28.863223752199534						
fastp | AE09_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.698852800436356	43.0	139.6290789119465	150	9.090909090909092	1047522.0
fastp | AE09_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.282283002874081	43.0	139.64829187358356	150	9.090909090909092	1047522.0
fastp | AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.467099999999999	0.951644	3985903409.0	30335904.0	0.44045	97.2385709859521	32.768303305294886						
fastp | AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					8.86963348470745	43.0	138.05429421190152	150	9.090909090909092	15167952.0
fastp | AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					9.26504978220008	44.0	138.06763081792454	150	9.090909090909092	15167952.0
fastp | AE91_EKDL240003470-1A_223JWCLT4_L2.lib2														5.71388	0.942204	73906070.0	572002.0	0.44423	98.652331084344	30.076265573906202						
fastp | AE91_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.612449863580451	44.0	137.11514994702816	150	9.090909090909092	286001.0
fastp | AE91_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.10673920102009	44.0	137.1370694508061	150	9.090909090909092	286001.0
fastp | AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.26438	0.949472	1089377059.0	8514766.0	0.445475	98.49228060718718	34.76110772448239						
fastp | AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					4.650861774638543	44.0	134.73260733178105	150	9.090909090909092	4257383.0
fastp | AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					4.856595809790477	44.0	134.75290665650707	150	9.090909090909092	4257383.0
fastp | AE92_EKDL240003470-1A_223JWCLT4_L2.lib2														6.72082	0.942339	298205967.0	2216566.0	0.445036	98.72588826156749	19.90288494600859						
fastp | AE92_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.731269641995553	44.0	142.76014429527476	150	9.090909090909092	1108283.0
fastp | AE92_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.105001110992632	44.0	142.76682219252663	150	9.090909090909092	1108283.0
fastp | AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.57437	0.950942	4103097004.0	30567258.0	0.44602	98.57735949966583	23.78345206891708						
fastp | AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.272729628327312	44.0	141.1488439689291	150	9.090909090909092	15283629.0
fastp | AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.604278901635226	44.0	141.15366887013548	150	9.090909090909092	15283629.0
fastp | AE93_EKDL240003470-1A_223JWCLT4_L2.lib2														6.71673	0.944954	152882577.0	1137974.0	0.40457	98.54397517120026	22.002480108903104						
fastp | AE93_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.338537655094626	40.0	142.16367685026196	150	9.090909090909092	568987.0
fastp | AE93_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.941816003077008	40.0	142.17111638754488	150	9.090909090909092	568987.0
fastp | AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.98405	0.950246	2227584431.0	16662706.0	0.405782	98.38150331337131	25.73770602145809						
fastp | AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					6.198809997538319	40.0	140.68015411182313	150	9.090909090909092	8331353.0
fastp | AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					6.540087591802987	40.0	140.68189584572877	150	9.090909090909092	8331353.0
fastp | AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1														10.7891	0.964233	2544532260.0	17862518.0	0.4793	97.91160847630562	8.30252329677276						
fastp | AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					11.29607797904039	47.0	147.73452231090823	150	0.0	8931259.0
fastp | AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					11.58302125111635	47.0	147.73095741597012	150	0.0	8931259.0
fastp | AE95_EKDL240003470-1A_223JWCLT4_L2.lib2														5.50037	0.942221	156438899.0	1179060.0	0.417921	97.72257483809047	24.780156116094147						
fastp | AE95_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.255366172921853	41.0	140.8062405645175	150	9.090909090909092	589530.0
fastp | AE95_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					7.784868919457182	41.0	140.81668278119858	150	9.090909090909092	589530.0
fastp | AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.35234	0.948319	2348946987.0	17799820.0	0.419032	97.59240394452748	28.67376612895267						
fastp | AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.240022562149875	41.0	139.14630417610965	150	9.090909090909092	8899910.0
fastp | AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.79924823266461	41.0	139.1551705579045	150	9.090909090909092	8899910.0
fastp | AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1														8.48243	0.96848	3985970932.0	27934200.0	0.411754	98.00327217861602	9.822419370309452						
fastp | AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					7.776554414089347	41.0	147.33757544515325	150	0.0	13967100.0
fastp | AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					8.051944622317123	41.0	147.32844448740255	150	0.0	13967100.0
fastp | AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1														9.74417	0.967024	4333756836.0	30312734.0	0.440875	98.17124534360173	8.420428840427851						
fastp | AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					12.976483099703444	44.0	147.84417340910258	150	0.0	15156367.0
fastp | AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					13.24561726659509	44.0	147.83857793889524	150	0.0	15156367.0
fastp | AE98_EKDL240003470-1A_223JWCLT4_L2.lib2														5.77657	0.944186	214825447.0	1663916.0	0.431487	97.30047717065868	30.06309646332335						
fastp | AE98_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.310732056900989	43.0	136.72635637856717	150	9.090909090909092	831958.0
fastp | AE98_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.979948505824268	43.0	136.74300505554368	150	9.090909090909092	831958.0
fastp | AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1														9.00407	0.949303	3200171297.0	25057738.0	0.432819	96.9991648647684	34.229550780549886						
fastp | AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					17.74950186664853	43.0	134.5118075701805	150	9.090909090909092	12528869.0
fastp | AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					18.305297365666263	43.0	134.54020271103482	150	9.090909090909092	12528869.0
fastp | AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1														7.0208699999999995	0.967273	3198171085.0	22369796.0	0.450438	98.34610847890112	8.324056240242786						
fastp | AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					7.024682428297652	45.0	147.80500206617887	150	0.0	11184898.0
fastp | AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					7.245137822532342	45.0	147.80061132430532	150	0.0	11184898.0
fastp | AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1														9.05367	0.9699	3991266644.0	28581648.0	0.412831	97.23518937961742	17.57245764202408						
fastp | AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					9.859204444955225	41.0	143.97537699715565	150	0.0	14290824.0
fastp | AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					10.07600916167813	41.0	143.97337158445168	150	0.0	14290824.0
fastp | AF02_EKDL240003470-1A_223JWCLT4_L2.lib2														4.97039	0.95029	232668510.0	1866378.0	0.403951	97.0906786855773	42.49905321946997						
fastp | AF02_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.636436947825274	40.0	131.16625356706948	150	9.090909090909092	933189.0
fastp | AF02_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.262128994686634	40.0	131.19379782659246	150	9.090909090909092	933189.0
fastp | AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1														7.03689	0.954057	3517839680.0	28599662.0	0.40432	96.71646428563699	46.764238049220744						
fastp | AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					15.988217250421826	40.0	128.90221996329888	150	9.090909090909092	14299831.0
fastp | AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					16.665479476209683	40.0	128.93614134320887	150	9.090909090909092	14299831.0
fastp | AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1														7.95816	0.966957	4040956309.0	28392640.0	0.455911	98.24170277350781	9.971882441186235						
fastp | AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					7.819509522647891	45.0	147.18646670404723	150	0.0	14196320.0
fastp | AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					8.017946327315755	45.0	147.1830518049748	150	0.0	14196320.0
fastp | AF04_EKDL240003470-1A_223JWCLT4_L2.lib2														5.62012	0.948986	337912324.0	2676728.0	0.424614	97.4271096914337	38.94160913381883						
fastp | AF04_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.520509606747083	42.0	133.00754503259202	150	9.090909090909092	1338364.0
fastp | AF04_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.224307807502612	42.0	133.03268318633795	150	9.090909090909092	1338364.0
fastp | AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1														8.561689999999999	0.953778	4922768258.0	39466780.0	0.425035	97.04171954154805	43.154560705937136						
fastp | AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					16.5975660938754	42.0	130.7529799998885	150	9.090909090909092	19733390.0
fastp | AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					17.22157598434353	42.0	130.78673699754577	150	9.090909090909092	19733390.0
fastp | AF05_EKDL240003470-1A_223JWCLT4_L2.lib2														7.123169999999999	0.945379	244897693.0	1839748.0	0.441678	98.34185746174833	24.204872009784218						
fastp | AF05_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					8.843457685638484	44.0	140.79676020846333	150	9.090909090909092	919874.0
fastp | AF05_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					9.36632897772624	44.0	140.80770844702644	150	9.090909090909092	919874.0
fastp | AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.45209	0.953813	3713635310.0	28076722.0	0.442992	98.28535050344568	29.351887162525607						
fastp | AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					7.492178817683808	44.0	138.66483893668214	150	9.090909090909092	14038361.0
fastp | AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					7.940987095927937	44.0	138.667250115594	150	9.090909090909092	14038361.0
fastp | AF06_EKDL240003470-1A_223JWCLT4_L2.lib2														5.9515	0.944022	273002479.0	2088336.0	0.435288	97.84091228530467	28.250110100167724						
fastp | AF06_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.691149882324524	43.0	138.4669248626658	150	9.090909090909092	1044168.0
fastp | AF06_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.228721630888131	43.0	138.48160161966274	150	9.090909090909092	1044168.0
fastp | AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.19097	0.950874	3913722757.0	30184536.0	0.436771	97.73062028831446	32.77090010426919						
fastp | AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					9.738699274714136	43.0	136.34727530679947	150	9.090909090909092	15092268.0
fastp | AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					10.38796747561858	43.0	136.3581724098724	150	9.090909090909092	15092268.0
fastp | AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1														9.32154	0.966084	3143624685.0	22200356.0	0.429393	97.10320417939485	10.7932985866899						
fastp | AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1																					11.141585101569333	42.0	146.57780929278792	150	0.0	11100178.0
fastp | AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2																					11.476330863377413	42.0	146.56544895045826	150	0.0	11100178.0
fastp | AF08_EKDL240003470-1A_223JWCLT4_L2.lib2														5.07004	0.949242	288591792.0	2271722.0	0.420392	98.29579578280202	40.03668370322806						
fastp | AF08_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					7.688040927596347	42.0	133.80898190887794	150	9.090909090909092	1135861.0
fastp | AF08_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					8.258087511474798	42.0	133.83599225609473	150	9.090909090909092	1135861.0
fastp | AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1														5.99477	0.953269	4621935482.0	36769998.0	0.421044	98.28031096458723	44.188554194711884						
fastp | AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					12.890908265211209	42.0	131.83586498971255	150	9.090909090909092	18384999.0
fastp | AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					13.289843546206185	42.0	131.8698443225371	150	9.090909090909092	18384999.0
fastp | AF09_EKDL240003470-1A_223JWCLT4_L2.lib2														6.43707	0.942196	34933447.0	260516.0	0.431749	98.01056417510648	22.017351130908487						
fastp | AF09_EKDL240003470-1A_223JWCLT4_L2.lib2_1																					12.860209173118477	43.0	142.30726711603126	150	9.090909090909092	130258.0
fastp | AF09_EKDL240003470-1A_223JWCLT4_L2.lib2_2																					13.480266810172125	43.0	142.3137542415821	150	9.090909090909092	130258.0
fastp | AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1														4.86974	0.94992	498554321.0	3715778.0	0.432123	97.95520785881797	24.813040947512274						
fastp | AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1_1																					5.47756258498579	43.0	141.23872255016312	150	9.090909090909092	1857889.0
fastp | AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1_2																					5.840336374840916	43.0	141.24221630032795	150	9.090909090909092	1857889.0
fastp | AF10_EKDL230051108-1A_22FN5HLT3_L1.lib1														25.481399999999997	0.969365	4520007482.0	32236002.0	0.424814	97.89298690142357	15.835686771371302						
