sequence_id	AC79_EKDL240003470-1A_223JWCLT4_L2.lib2	AC79_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC80_EKDL240003470-1A_223JWCLT4_L2.lib2	AC80_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC81_EKDL240003470-1A_223JWCLT4_L2.lib2	AC81_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC82_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC83_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC84_EKDL240003470-1A_223JWCLT4_L2.lib2	AC84_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC85_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC86_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC87_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC88_EKDL240003470-1A_223JWCLT4_L2.lib2	AC88_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC89_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC90_EKDL240003470-1A_223JWCLT4_L2.lib2	AC90_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC91_EKDL240003470-1A_223JWCLT4_L2.lib2	AC91_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC92_EKDL240003470-1A_223JWCLT4_L2.lib2	AC92_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC93_EKDL240003470-1A_223JWCLT4_L2.lib2	AC93_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC94_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC95_EKDL240003470-1A_223JWCLT4_L2.lib2	AC95_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC96_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC97_EKDL230051108-1A_22FN5HLT3_L1.lib1	AC98_EKDL240003470-1A_223JWCLT4_L2.lib2	AC98_EKDL240003470-1A_22JVFTLT3_L1.lib1	AC99_EKDL240003470-1A_223JWCLT4_L2.lib2	AC99_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD01_EKDL240003470-1A_223JWCLT4_L2.lib2	AD01_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD02_EKDL240003470-1A_223JWCLT4_L2.lib2	AD02_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD03_EKDL240003470-1A_223JWCLT4_L2.lib2	AD03_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD04_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD05_EKDL240003470-1A_223JWCLT4_L2.lib2	AD05_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD06_EKDL240003470-1A_223JWCLT4_L2.lib2	AD06_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD07_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD08_EKDL240003470-1A_223JWCLT4_L2.lib2	AD08_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD09_EKDL240003470-1A_223JWCLT4_L2.lib2	AD09_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD10_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD11_EKDL240003470-1A_223JWCLT4_L2.lib2	AD11_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD12_EKDL240003470-1A_223JWCLT4_L2.lib2	AD12_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD13_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD14_EKDL240003470-1A_223JWCLT4_L2.lib2	AD14_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD15_EKDL240003470-1A_223JWCLT4_L2.lib2	AD15_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD16_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD17_EKDL240003470-1A_223JWCLT4_L2.lib2	AD17_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD18_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD19_EKDL240003470-1A_223JWCLT4_L2.lib2	AD19_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD20_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD21_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD22_EKDL240003470-1A_223JWCLT4_L2.lib2	AD22_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD23_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD24_EKDL240003470-1A_223JWCLT4_L2.lib2	AD24_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD25_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD26_EKDL240003470-1A_223JWCLT4_L2.lib2	AD26_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD27_EKDL240003470-1A_223JWCLT4_L2.lib2	AD27_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD28_EKDL240003470-1A_223JWCLT4_L2.lib2	AD28_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD29_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD30_EKDL240003470-1A_223JWCLT4_L2.lib2	AD30_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD31_EKDL240003470-1A_223JWCLT4_L2.lib2	AD31_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD32_EKDL240003470-1A_223JWCLT4_L2.lib2	AD32_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD33_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD34_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD36_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD37_EKDL240003470-1A_223JWCLT4_L2.lib2	AD37_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD38_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD39_EKDL240003470-1A_223JWCLT4_L2.lib2	AD39_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD40_EKDL240003470-1A_223JWCLT4_L2.lib2	AD40_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD41_EKDL240003470-1A_223JWCLT4_L2.lib2	AD41_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD42_EKDL240003470-1A_223JWCLT4_L2.lib2	AD42_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD43_EKDL240003470-1A_223JWCLT4_L2.lib2	AD43_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD44_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD46_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD47_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD49_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD50_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD51_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD52_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD53_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD54_EKDL240003470-1A_223JWCLT4_L2.lib2	AD54_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD55_EKDL240003470-1A_223JWCLT4_L2.lib2	AD55_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD56_EKDL240003470-1A_223JWCLT4_L2.lib2	AD56_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD57_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD58_EKDL240003470-1A_223JWCLT4_L2.lib2	AD58_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD59_EKDL240003470-1A_223JWCLT4_L2.lib2	AD59_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD60_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD61_EKDL240003470-1A_223JWCLT4_L2.lib2	AD61_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD62_EKDL240003470-1A_223JWCLT4_L2.lib2	AD62_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD63_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD65_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD65_EKDL240003470-1A_223JWCLT4_L2.lib2	AD65_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD66_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD68_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD69_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD70_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD70_EKDL240003470-1A_223JWCLT4_L2.lib2	AD70_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD71_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD72_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD73_EKDL240003470-1A_223JWCLT4_L2.lib2	AD73_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD74_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD75_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD76_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD77_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD78_EKDL240003470-1A_223JWCLT4_L2.lib2	AD78_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD79_EKDL240003470-1A_223JWCLT4_L2.lib2	AD79_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD80_EKDL240003470-1A_223JWCLT4_L2.lib2	AD80_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD81_EKDL240003470-1A_223JWCLT4_L2.lib2	AD81_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD82_EKDL240003470-1A_223JWCLT4_L2.lib2	AD82_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD83_EKDL240003470-1A_223JWCLT4_L2.lib2	AD83_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD84_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD85_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD86_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD87_EKDL240003470-1A_223JWCLT4_L2.lib2	AD87_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD88_EKDL240003470-1A_223JWCLT4_L2.lib2	AD88_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD89_EKDL240003470-1A_223JWCLT4_L2.lib2	AD89_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD90_EKDL240003470-1A_223JWCLT4_L2.lib2	AD90_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD91_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD93_EKDL240003470-1A_223JWCLT4_L2.lib2	AD93_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD94_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD95_EKDL240003470-1A_223JWCLT4_L2.lib2	AD95_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD96_EKDL240003470-1A_223JWCLT4_L2.lib2	AD96_EKDL240003470-1A_22JVFTLT3_L1.lib1	AD97_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD98_EKDL230051108-1A_22FN5HLT3_L1.lib1	AD99_EKDL240003470-1A_223JWCLT4_L2.lib2	AD99_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE01_EKDL240003470-1A_223JWCLT4_L2.lib2	AE01_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE02_EKDL240003470-1A_223JWCLT4_L2.lib2	AE02_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE03_EKDL240003470-1A_223JWCLT4_L2.lib2	AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE04_EKDL240003470-1A_223JWCLT4_L2.lib2	AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE05_EKDL240003470-1A_223JWCLT4_L2.lib2	AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE06_EKDL240003470-1A_223JWCLT4_L2.lib2	AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1	AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1	AE09_EKDL240003470-1A_223JWCLT4_L2.lib2	AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE91_EKDL240003470-1A_223JWCLT4_L2.lib2	AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE92_EKDL240003470-1A_223JWCLT4_L2.lib2	AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE93_EKDL240003470-1A_223JWCLT4_L2.lib2	AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1	AE95_EKDL240003470-1A_223JWCLT4_L2.lib2	AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1	AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1	AE98_EKDL240003470-1A_223JWCLT4_L2.lib2	AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1	AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1	AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1	AF02_EKDL240003470-1A_223JWCLT4_L2.lib2	AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1	AF04_EKDL240003470-1A_223JWCLT4_L2.lib2	AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF05_EKDL240003470-1A_223JWCLT4_L2.lib2	AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF06_EKDL240003470-1A_223JWCLT4_L2.lib2	AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1	AF08_EKDL240003470-1A_223JWCLT4_L2.lib2	AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF09_EKDL240003470-1A_223JWCLT4_L2.lib2	AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF10_EKDL230051108-1A_22FN5HLT3_L1.lib1	AF11_EKDL240003470-1A_223JWCLT4_L2.lib2	AF11_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF12_EKDL240003470-1A_223JWCLT4_L2.lib2	AF12_EKDL240003470-1A_22JVFTLT3_L1.lib1	AF13_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU87_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU88_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU91_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU92_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU93_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU94_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU95_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU96_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU97_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU98_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFU99_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV01_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV02_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV03_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV04_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV05_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV06_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV07_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV08_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV09_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV10_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV11_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV12_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV13_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV14_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV15_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV16_EKDL230051108-1A_22FN5HLT3_L1.lib1	AFV17_EKDL230051108-1A_22FN5HLT3_L1.lib1
AH1_2nd_10:bin_000001	1226	4638	0	0	310	1397	838	3404	0	0	51	53	339	126	335	1205	300	3090	150	841	294	1000	0	0	1341	458	1706	304	1952282	35939	427701	44377	538585	111196	1084877	0	95	88132	952450	2062371	92237	853404	49085	649365	1848379	0	0	150	195	203	0	0	0	142	542	0	642	0	0	0	150	4539	243	0	0	33	0	95	199	269	0	202	0	28390	409430	0	4246	0	0	95782	1491	11987	881	13230	938	7599	46078	0	0	0	767	195	8627	139236	20748	285594	295	3306	0	651	0	80	146	749	1501880	1307769	626	544095	1709627	98437	246098	1774296	529	4430	0	1656	80	0	5345	0	712	191	0	1485	0	0	1772	150	0	150	872829	2051756	0	1037603	81085	945397	296506	721790	139207	1365204	187	0	123674	0	0	171	236	1511	0	319	463	12988	0	109	157273	1445894	2995	250	0	78	385	2157	25862	0	0	0	436	269	74513	856060	25522	4196	38365	832	7942	323	27763	4253	52442	1203	13274	0	276	0	306	381	1597	0	406	0	150	1823	2193	1134	2924	80653	939397	1398	1903	58	5004	2276	16497	231473	2058482	1750	565	1761	2085403	163	0	1321	1714052	138540	1216685	7951	103289	527	2789	156	125	670	1711	21637	2034027	499029	2045993	402	5480	794013	1231	629	296	494	2262	146	735	304	155	2224	5986	150	317	2441	496	153	150	1961	1042473	58480	216	319	37812	28833	205996	522358	1889829	150
AH1_2nd_10:bin_000007	177	3228	13932	92034	5839	48794	2381	635909	25993	336513	4397	806	3153	0	10686	3406120	9878	86534	518	3511	4728	46032	77980	1058953	8965	621024	2442849	3279754	8168	2129	12362	1088	6959	782	5156	231	5604	219	6348	6783	133081	1124338	958	15653	1489693	0	1563	0	1115	12448	173	1497	0	1271	289	0	0	219	908	935	1970	9295	506	0	243	0	842	1101	27773	1580	2934	43352	0	501	5644	0	436	150	1109	0	0	400	0	958	0	563	19754	0	74264	232137	1805612	8516	11039	136032	10334	62671	5209	54631	40608	509768	8571	89957	70639	6594	1585189	104110	11501	10856	49115	16795	3058	24154	1172	14619	192813	1655013	17504	1547	17357	4526	26180	14948	6926	57015	2443	40120	67481	11675	0	6181	639152	314096	0	16378	1506	14967	81601	19557	171	4233	1604	13304	15957	5705	6858	19763	3089	25220	2030	14278	5197	61707	784	4361	1479	6628	5543	10183	54594	1035	4723	9016	116089	3199	62305	1453	7850	1580	1772	26537	12553	1523	6527	1172	3945	5166	7459	7942	110521	1268	6912	1713	8134	150	2408	158693	1531976	12639	23897	524	2381	23926	754222	792669	2506892	1158	14240	3163	13960	1321	7026	19572	97308	1261922	11056	8315	10969	108784	10055	40597	761	3873	25814	2559	6761	983	6188	483630	2695761	5929	2676	29738	281	3668	8978	2108	6857	490	5379	6847	2873304	1951023	118864	414215	1818155	129760	3550963	1611655	3295174	3243555	69305	3290593	1809155	2509846	7954	1395	8941	2916598	16482	159100	3902	13331	41266	36669	20336	1960338	24231	4272
AH1_2nd_10:bin_000009	30682	450495	0	1367	312020	2552318	42490	3112719	1843	11119	1698	43699	1311	7488	162845	3605382	491499	3041126	7800	85382	130737	1281648	559	8544	1294035	420613	2756759	2324497	8862	549	4828	375	6890	39267	556799	310	1487	1580	7620	212873	35412	384846	469	3322	12060	298367	2549950	51210	598141	454362	300	6600	755047	3362576	1097	4763	81385	1831	14342	24033	134708	1500778	28741	0	0	769	430643	2641	9796	590	3764	50607	7291	27339	343865	699	2268	0	1023	523	504	3804	516	3505	0	8457	70831	2241	3417969	221079	2132303	6417	105237	1266764	1418	22088	137464	1465404	34349	412852	0	2165	2350827	666	1820206	7481	1175632	16105	1833448	10025	126448	1471189	49066	647516	101811	1196392	3657	146614	1575664	150	1482	1258782	33099	435982	535	7865	2871464	1105	0	741	1561715	9585	0	12033	1309	10618	4818	7869	35060	532706	627	12950	19717	151400	0	705	1585478	3530227	0	765	17942	244482	0	425	4265	22782	823	4518	1172403	55079	730395	20505	314192	38346	537878	2164	19848	590	2144	22028	103507	0	1154	450	2867	450	776	19577	264629	22329	192790	102	256	0	1341	589782	3284888	1258	7226	277	2194	2280817	1902598	1542420	3548734	4083	92435	619915	3212531	162406	1757000	3392859	11421	154033	16637	2986628	277866	2243326	13332	138862	10761	181832	149015	652	5661	954	5321	7979	89967	8021	699	23318	28487	429617	2999	1814	10899	1093	5439	5582	2662706	1205064	2013	3220133	2846052	2422706	3770428	7090	10477	2615501	2810198	3765641	3430493	3489837	392307	611601	2376510	3065546	13591	145539	2576	3274919	2657	1277	11014	9056	2110472	11914
AH1_2nd_10:bin_000010	134829	1243098	0	926	5866	11662	33002	635432	143	520	3429	719	26189	239	1385	1916655	21751	284777	0	0	17768	204995	0	405	643400	177516	1222492	183	6501	12081	206143	0	300	625	12802	0	0	655	13633	710755	723	5971	0	1608	11047	165	3201	3218	53635	34186	122	916	0	1590	0	300	103	0	0	1053	44495	582994	2675	0	0	1623	4407	0	0	124	2420	15869	0	910	17396	60	1849	0	0	0	0	184	0	0	0	150	12257	0	283	44500	504227	3284	25233	346294	0	7020	16869	224455	104	5000	0	127	158	0	39695	4227	181579	449868	124621	299	9601	138941	23204	312396	45981	596096	25314	128446	1233815	239	517	186777	8830	119924	0	160	2130	0	0	0	20709	67385	0	1033508	90883	939642	450	1362	3121	46461	0	700	101	45922	0	0	295838	1449572	0	0	0	48	0	0	18544	161456	63022	5144	0	25119	319576	0	582	285	3555	0	0	124	1079	7516	8231	58217	704047	0	0	0	0	578	1152	8074	66586	326	10851	0	0	29630	371720	0	140	0	332	1001704	1257	95479	887654	5043	52545	8932	19387	72264	853183	1759175	0	1556	26646	10063	18932	216760	0	1178	0	133	359546	299	6587	15206	207458	985	8435	49796	44635	545874	0	398	1134	833	3617	0	147	2485	12524	210597	0	486851	907703	164	1878596	163	0	1513034	438446	41	1462	195283	3908	1498	0	176451	359464	3879	126	34022	975	988	14023	6184	142935	71
AH1_2nd_10:bin_000018	3540	26259	59418	687462	9044	26392	3968	96190	19778	59978	17973	7259	21273	753	7497	1486505	10338	47255	4157	24606	13187	34438	6452	40201	33107	80515	103052	114615	20163	24145	101088	12648	65951	7712	30050	3153	16540	6829	31165	27964	9119	57660	3270	26540	71557	239	3175	260	4312	74690	641	7345	524	8695	1811	0	674	1088	3347	150	29525	293367	2370	0	93	721	3842	504	3319	1107	1135	17317	450	3277	27412	0	1719	448	3497	2035	687	4260	0	3430	102	956	30174	392	125573	7266	77832	17944	70346	920707	140223	1493018	148217	1537859	9369	104737	2027	21581	45862	18579	254364	164946	39209	84788	160472	164434	20602	86929	11436	158427	28928	100372	31265	14802	183103	52630	604589	52313	6798	34329	10441	46235	37187	26090	2195	13939	98193	444196	0	115842	21386	105212	55899	240777	5194	35959	13533	16477	43059	4564	2188	14787	4118	16928	1467	3983	6073	32225	945	8173	3489	23602	9745	14697	34444	2216	17822	13369	52632	1901	8708	2580	22213	1107	6324	51840	70847	3599	15944	2159	16134	9314	21117	6458	46178	4794	38073	4714	27119	1365	11398	17451	96821	16436	113864	2320	20274	148823	35255	6123	29329	7118	95459	6956	32088	36447	422062	29111	14215	61202	61818	409099	17867	195891	38703	12392	2490	16540	26970	5048	31608	4031	25193	6148	31464	19193	3493	30380	2002	13554	37632	11545	122099	6742	35896	26048	2329191	75150	3726278	788644	3625905	49495	4216635	74923	2995335	3421634	1733234	3839724	144500	2279813	34295	3789	45607	960173	161636	58123	108457	48442	546659	62975	459484	3421056	78758	12916
AH1_2nd_10:bin_000025	878	4917	396765	2619539	1876	12400	354	17977	1962	13440	721	1886	876	150	396	34353	1997	11372	601	5341	1708	6477	1785	29300	4095	8607	32354	54251	8128	1341	6902	2000	8503	467	8312	150	3135	241	3025	7405	3153	14468	959	6446	23726	150	650	201	1197	5861	478	2666	84	1029	182	0	99	94	54	276	1280	12124	770	0	1259	0	1450	120	2412	2307	0	1369	151	284	6413	0	492	0	471	669	0	320	123	336	0	0	3153	0	12098	2735	24401	4766	4259	51712	142850	1592291	535	6260	1499	13574	371	2625	1233559	2845	24179	10258	9333	9194	179328	12681	3413	19285	450	2616	3180	24162	3005	549	12572	24098	321137	4026	1941	7898	1041	5224	28829	5607	135	2040	14032	17737	0	10882	1590	10738	7883	15402	1096	7950	379	2604	9308	674	160	3115	646	5558	0	933	351	8721	0	783	1748	8671	1293	338	12532	668	5998	1883	14618	0	1816	988	6483	2307	965	7785	13388	181	4242	430	3643	4277	3609	1133	12767	782	4047	1354	7868	116	1196	7690	84346	1533	13961	0	675	8720	12354	9968	31422	1178	17368	1261	6035	2183	10175	7494	4436	28780	15137	5983	989	5853	6475	5595	0	3474	6407	1245	5291	1662	8929	5717	26083	4923	1795	9365	0	1212	9025	1050	8060	1406	6507	6129	50501	24923	2946572	19358	2947735	2308833	2959672	20241	76177	64074	8619	77720	29190	37329	2479	263	8693	54824	22289	11250	8957	15611	22565	8937	13478	31746	16915	3740
AH1_2nd_10:bin_000040	876	25190	2773	39114	4367	73496	1205	41021	5380	28191	461	569	1018	0	701	2425251	3897	35467	2285	36902	1757	21616	33905	476512	45323	6355	61960	85399	8517	728	11769	1718	11685	0	9436	642	4056	549	7077	108652	1482	10318	601	6077	17942	0	2590	0	1799	63606	0	4377	228	5110	615	0	600	105	3342	106	9777	137543	1144	0	0	0	2761	568	5314	439	192	1025	0	319	6528	0	233	80	742	614	414	292	0	1442	0	264	7212	0	1332701	16819	208736	10826	26551	406720	5264	49245	112989	1124935	14980	197113	128	7868	672398	1454	19350	10153	9414	15989	28442	21079	4601	23839	19200	327703	25829	348401	13897	16347	214968	2678	35270	92921	3900	52838	1181	13331	303124	5398	290	1902	15267	16161	0	17685	1882	13573	13452	15584	796	14101	1184	935	39227	2142	2053	9830	1908	13076	118	579	21458	325805	833	5929	1101	11322	1054	693	235135	1097	12476	65796	843198	300	2206	17961	222752	439	1876	10233	32835	837	5159	1232	8069	3263	2772	48873	578947	1166	14143	2224	9700	0	1808	17043	187634	7025	69557	1502	17825	599405	95910	11761	140843	2154	45368	2577	25027	13858	128445	14824	150830	1580633	2811634	11569	2348	15042	278467	4675	6298	77049	14520	2765	9987	2255	11655	2450	14716	7103	541	8145	0	3420	6009	713	8885	491	6424	7098	247225	430573	552278	69091	373415	1017777	1738335	21039	1224180	1145884	902874	1889599	1310999	110750	6911	150	234630	22083	31563	14436	5175	12530	18315	12368	12656	14941	21100	3169
AH1_2nd_10:bin_000041	178	691	0	94	657658	2448278	662554	2460604	2555	13220	7017	3800	34296	5605	70634	2628581	330529	2143466	18294	249843	66702	632960	310256	2112198	209211	43249	411392	16455	32561	2232	12624	3661	13531	4510	38414	450	8020	1313	9583	14361	3283	13000	1952	26003	35522	15329	267833	0	232	50881	89	440	4695	60523	2432	13694	144226	3704	53068	93804	2070	32479	58894	0	32	12943	92440	23493	324863	3767	685	8822	964	2517	14673	199	1547	0	1076	5011	0	1000	131	1161	83	690	19181	76	128694	82720	954056	168823	337	3795	748	5938	183973	1596037	523241	2368957	728	7941	2406530	724	66930	27681	563	26250	96661	21675	6212	40693	352682	2160563	96945	1043637	961145	150	2127	0	61	185297	394542	2241671	1764	10066	2182949	7285	0	1508	28727	47970	0	35650	2849	25140	55475	25195	12453	73267	818	13850	55912	912849	300	3013	415980	2245943	397	1710	5244	129155	0	82	5978	45859	11521	100766	2422850	497	1971	8779	134838	67530	758175	34660	489307	3767	3467	16679	154589	669	9777	576	4394	2829	1962	9257	123615	1062	8946	0	511	457	5489	84350	1035957	1666	21407	0	0	112051	2490210	432050	2297779	2732	16397	976670	2475083	248	513	2473118	18313	255574	6246	0	240813	1815083	28768	21727	344343	2196462	18052	1389	7080	3355	20742	5326	38940	4896	2243	27772	956	5592	5402	1803	16613	167	7343	8396	2207641	1013017	411	1885099	944	2497792	2621531	16012	308406	672700	2369840	5488	38010	2509268	5676	444168	2601168	2554932	25385	16099	2691	1895	8325	5299	23506	7853	49433	590
