Sample	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.664770390225868	45.0	150.0	150	27.27272727272727	14283269.0
AF06_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.910477313168158	44.0	150.0	150	18.181818181818183	1067210.0
AF06_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.1408602311366	45.0	150.0	150	18.181818181818183	1067210.0
AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	10.064246010610148	44.0	150.0	150	18.181818181818183	15442722.0
AF06_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	11.444201135867004	45.0	150.0	150	27.27272727272727	15442722.0
AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	11.344785493468152	43.0	150.0	150	0.0	11431320.0
AF07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	12.939180993570446	44.0	150.0	150	9.090909090909092	11431320.0
AF08_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.784689473474174	43.0	150.0	150	18.181818181818183	1155554.0
AF08_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.80881368835	43.0	150.0	150	18.181818181818183	1155554.0
AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	12.980989811947325	43.0	150.0	150	18.181818181818183	18706696.0
AF08_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	13.842909062910422	43.0	150.0	150	18.181818181818183	18706696.0
AF09_EKDL240003470-1A_223JWCLT4_L2.lib2_1	13.016570684371814	43.0	150.0	150	18.181818181818183	132902.0
AF09_EKDL240003470-1A_223JWCLT4_L2.lib2_2	14.148766649412778	44.0	150.0	150	18.181818181818183	132902.0
AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.639405894025799	43.0	150.0	150	18.181818181818183	1896672.0
AF09_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	6.751613302743721	44.0	150.0	150	27.27272727272727	1896672.0
AF10_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	30.820167200025068	43.0	150.0	150	9.090909090909092	16464919.0
AF10_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	31.680515553616175	43.0	150.0	150	9.090909090909092	16464919.0
AF11_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.243291292985703	43.0	150.0	150	18.181818181818183	422737.0
AF11_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.304172981887703	44.0	150.0	150	18.181818181818183	422737.0
AF11_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.140568666929141	43.0	150.0	150	18.181818181818183	6112302.0
AF11_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	6.1892224443521116	44.0	150.0	150	27.27272727272727	6112302.0
AF12_EKDL240003470-1A_223JWCLT4_L2.lib2_1	13.480201549900599	43.0	150.0	150	18.181818181818183	619838.0
AF12_EKDL240003470-1A_223JWCLT4_L2.lib2_2	15.095725420832835	44.0	150.0	150	18.181818181818183	619838.0
AF12_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	13.67282007177893	43.0	150.0	150	18.181818181818183	9531195.0
AF12_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	14.869303069733576	44.0	150.0	150	27.27272727272727	9531195.0
AF13_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	64.57267929991892	43.0	150.0	150	9.090909090909092	17755672.0
AF13_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	65.1201678047	44.0	150.0	150	18.181818181818183	17755672.0
AFU87_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.810713090753467	43.0	150.0	150	0.0	11566459.0
AFU87_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.677999252432315	44.0	150.0	150	9.090909090909092	11566459.0
AFU88_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.176109985956089	43.0	150.0	150	0.0	6353060.0
AFU88_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.820627035715205	44.0	150.0	150	9.090909090909092	6353060.0
AFU91_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	8.441438071508273	42.0	150.0	150	0.0	17382243.0
AFU91_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	10.031105781149122	43.0	150.0	150	9.090909090909092	17382243.0
AFU92_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	8.588402784310645	42.0	150.0	150	0.0	12269025.0
AFU92_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	10.477903220708896	44.0	150.0	150	9.090909090909092	12269025.0
AFU93_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.241781791365582	39.0	150.0	150	0.0	10725769.0
AFU93_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.1446988534489435	40.0	150.0	150	0.0	10725769.0
AFU94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	8.952877854163503	43.0	150.0	150	0.0	15966581.0
AFU94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	9.9902931980984	44.0	150.0	150	9.090909090909092	15966581.0
AFU95_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	9.156637183320882	40.0	150.0	150	0.0	17588430.0
AFU95_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	10.675124038625867	41.0	150.0	150	9.090909090909092	17588430.0
AFU96_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	11.54617839668505	44.0	150.0	150	0.0	25736477.0
AFU96_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	12.570048240612849	44.0	150.0	150	9.090909090909092	25736477.0
AFU97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.068311749262833	40.0	150.0	150	0.0	13074897.0
AFU97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.3806871454982	41.0	150.0	150	9.090909090909092	13074897.0
AFU98_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.918713263876015	45.0	150.0	150	9.090909090909092	12896930.0
AFU98_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.938349541337999	45.0	150.0	150	9.090909090909092	12896930.0
AFU99_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.1490244707765385	44.0	150.0	150	0.0	8542204.0
AFU99_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.571994289528746	45.0	150.0	150	9.090909090909092	8542204.0
AFV01_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	27.31474392800395	41.0	150.0	150	0.0	18816020.0
AFV01_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	28.858196378702075	42.0	150.0	150	9.090909090909092	18816020.0
AFV02_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	10.406413079566065	40.0	150.0	150	0.0	15593808.0
AFV02_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	12.438621573061099	42.0	150.0	150	9.090909090909092	15593808.0
AFV03_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.7756228683171855	43.0	150.0	150	0.0	18802318.0
AFV03_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.71396422594745	44.0	150.0	150	0.0	18802318.0
AFV04_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	15.037609217625729	44.0	150.0	150	0.0	2301351.0
AFV04_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	15.890236021555125	44.0	150.0	150	0.0	2301351.0
AFV05_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	79.15713292158193	43.0	150.0	150	18.181818181818183	19877726.0
AFV05_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	79.60067146405002	45.0	150.0	150	27.27272727272727	19877726.0
AFV06_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	8.064613956213378	44.0	150.0	150	0.0	18086909.0
AFV06_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	9.962753951637296	45.0	150.0	150	9.090909090909092	18086909.0
AFV07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.007002231647661	42.0	150.0	150	0.0	9960128.0
AFV07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	6.857803413502523	43.0	150.0	150	0.0	9960128.0
AFV08_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.80947025738385	43.0	150.0	150	0.0	15631924.0
AFV08_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.375423560088024	43.0	150.0	150	9.090909090909092	15631924.0
AFV09_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	39.29429476285426	42.0	150.0	150	9.090909090909092	16063632.0
AFV09_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	40.13977227871851	43.0	150.0	150	18.181818181818183	16063632.0
AFV10_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	80.80669007996673	44.0	150.0	150	18.181818181818183	14553438.0
AFV10_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	80.68801656883012	47.0	150.0	150	36.36363636363637	14553438.0
AFV11_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.216915659505446	42.0	150.0	150	0.0	18181115.0
AFV11_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.156835939375597	43.0	150.0	150	0.0	18181115.0
AFV12_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.11124699483797	42.0	150.0	150	0.0	16127247.0
AFV12_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.597469907377402	42.0	150.0	150	9.090909090909092	16127247.0
AFV13_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	73.63107445309194	43.0	150.0	150	18.181818181818183	15295887.0
AFV13_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	74.04894490040729	44.0	150.0	150	27.27272727272727	15295887.0
AFV14_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.801645028004856	43.0	150.0	150	0.0	14806316.0
AFV14_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.087469614152937	44.0	150.0	150	9.090909090909092	14806316.0
AFV15_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	31.335942732882543	39.0	150.0	150	0.0	21378621.0
AFV15_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	34.442004883207005	42.0	150.0	150	18.181818181818183	21378621.0
AFV16_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.445775588894307	43.0	150.0	150	0.0	12473524.0
AFV16_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.724151478866119	44.0	150.0	150	9.090909090909092	12473524.0
AFV17_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	13.10121159465281	42.0	150.0	150	9.090909090909092	15828546.0
AFV17_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	13.73950734529167	43.0	150.0	150	9.090909090909092	15828546.0
