Sample	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
AD51_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.359193495365886	45.0	150.0	150	0.0	6078017.0
AD52_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.452631167950855	45.0	150.0	150	0.0	14197919.0
AD52_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.368653924944866	46.0	150.0	150	0.0	14197919.0
AD53_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	12.129227177235563	44.0	150.0	150	0.0	15279962.0
AD53_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	16.07492982577122	46.0	150.0	150	18.181818181818183	15279962.0
AD54_EKDL240003470-1A_223JWCLT4_L2.lib2_1	5.111706369699391	43.0	150.0	150	18.181818181818183	1066642.0
AD54_EKDL240003470-1A_223JWCLT4_L2.lib2_2	5.86668113145916	43.0	150.0	150	18.181818181818183	1066642.0
AD54_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.948038589426403	43.0	150.0	150	18.181818181818183	17294555.0
AD54_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.888110484154652	43.0	150.0	150	18.181818181818183	17294555.0
AD55_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.131032260823375	42.0	150.0	150	18.181818181818183	532642.0
AD55_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.18645664532076	43.0	150.0	150	18.181818181818183	532642.0
AD55_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.131346696987933	42.0	150.0	150	18.181818181818183	7557683.0
AD55_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	6.222496525125152	43.0	150.0	150	27.27272727272727	7557683.0
AD56_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.996230697871624	44.0	150.0	150	18.181818181818183	626792.0
AD56_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.97310455705572	44.0	150.0	150	18.181818181818183	626792.0
AD56_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.296877745022812	44.0	150.0	150	18.181818181818183	8666211.0
AD56_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.401892018526041	44.0	150.0	150	27.27272727272727	8666211.0
AD57_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	16.7296770601382	43.0	150.0	150	18.181818181818183	5564731.0
AD57_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	17.46235710803529	43.0	150.0	150	18.181818181818183	5564731.0
AD58_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.664309884259168	44.0	150.0	150	18.181818181818183	514613.0
AD58_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.69957380455196	44.0	150.0	150	18.181818181818183	514613.0
AD58_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.781956531076702	44.0	150.0	150	18.181818181818183	7217175.0
AD58_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.677011077609023	44.0	150.0	150	18.181818181818183	7217175.0
AD59_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.917455971845172	42.0	150.0	150	18.181818181818183	471188.0
AD59_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.776586258300725	43.0	150.0	150	18.181818181818183	471188.0
AD59_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.055243591899725	43.0	150.0	150	18.181818181818183	6305966.0
AD59_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.137595311521878	43.0	150.0	150	18.181818181818183	6305966.0
AD60_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.198270968344033	44.0	150.0	150	0.0	3783923.0
AD60_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.255530697825151	45.0	150.0	150	9.090909090909092	3783923.0
AD61_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.972232530239907	43.0	150.0	150	18.181818181818183	766802.0
AD61_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.842766095648898	43.0	150.0	150	18.181818181818183	766802.0
AD61_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.805935211160218	43.0	150.0	150	18.181818181818183	10812444.0
AD61_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	6.718090195903287	44.0	150.0	150	18.181818181818183	10812444.0
AD62_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.313052223387146	44.0	150.0	150	18.181818181818183	611587.0
AD62_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.28438943125613	44.0	150.0	150	18.181818181818183	611587.0
AD62_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.865807488563718	44.0	150.0	150	18.181818181818183	9252283.0
AD62_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.001161093564292	44.0	150.0	150	27.27272727272727	9252283.0
AD63_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.377051585501306	44.0	150.0	150	0.0	8774998.0
AD63_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.414987518431957	44.0	150.0	150	9.090909090909092	8774998.0
AD65_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	8.238996230758161	43.0	150.0	150	0.0	16113769.0
AD65_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	9.111924360329667	43.0	150.0	150	0.0	16113769.0
AD65_EKDL240003470-1A_223JWCLT4_L2.lib2_1	9.556890213817653	42.0	150.0	150	18.181818181818183	276405.0
AD65_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.479189254128983	42.0	150.0	150	18.181818181818183	276405.0
AD65_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.608090820923394	42.0	150.0	150	18.181818181818183	3706398.0
AD65_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	6.698980011417532	42.0	150.0	150	27.27272727272727	3706398.0
AD66_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	8.900664661545349	44.0	150.0	150	0.0	8550799.0
AD66_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	9.952415776167982	45.0	150.0	150	0.0	8550799.0
AD68_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.40018317880849	44.0	150.0	150	0.0	20731203.0
AD68_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.66509881669792	45.0	150.0	150	9.090909090909092	20731203.0
AD69_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	94.31233003529479	61.0	150.0	150	54.54545454545454	17283.0
AD69_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	91.52924839437597	61.0	150.0	150	54.54545454545454	17283.0
AD70_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.097395745173273	44.0	150.0	150	0.0	14665155.0
AD70_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.317956751141452	44.0	150.0	150	9.090909090909092	14665155.0
AD70_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.016402717488518	44.0	150.0	150	18.181818181818183	733131.0
AD70_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.111694741050869	44.0	150.0	150	18.181818181818183	733131.0
AD70_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.902194275466826	44.0	150.0	150	18.181818181818183	11006562.0
AD70_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.074431742344373	44.0	150.0	150	27.27272727272727	11006562.0
AD71_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.194563787914106	44.0	150.0	150	0.0	4198130.0
AD71_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.00253896545729	45.0	150.0	150	9.090909090909092	4198130.0
AD72_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	6.729669367714962	44.0	150.0	150	0.0	12575951.0
AD72_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.607341762852755	44.0	150.0	150	0.0	12575951.0
AD73_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.66716476306955	46.0	150.0	150	18.181818181818183	754369.0
AD73_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.416477801258168	46.0	150.0	150	18.181818181818183	754369.0
AD73_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.883420366456974	46.0	150.0	150	18.181818181818183	11321623.0
AD73_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.726931056343034	46.0	150.0	150	18.181818181818183	11321623.0
AD74_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	79.31807380960184	46.0	150.0	150	18.181818181818183	21088489.0
AD74_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	79.78102975911281	46.0	150.0	150	18.181818181818183	21088489.0
AD75_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	77.27880577162564	45.0	150.0	150	9.090909090909092	18561568.0
AD75_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	77.81335041033452	45.0	150.0	150	9.090909090909092	18561568.0
AD76_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	35.11855245167574	45.0	150.0	150	0.0	45486360.0
AD76_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	36.21433054624086	46.0	150.0	150	9.090909090909092	45486360.0
AD77_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	84.54395465516463	44.0	150.0	150	27.27272727272727	21874447.0
AD77_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	84.82234714725574	45.0	150.0	150	27.27272727272727	21874447.0
AD78_EKDL240003470-1A_223JWCLT4_L2.lib2_1	9.719283398725707	42.0	150.0	150	18.181818181818183	2299967.0
AD78_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.650613470242575	42.0	150.0	150	18.181818181818183	2299967.0
AD78_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	32.41891265347083	43.0	150.0	150	18.181818181818183	34557748.0
AD78_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	33.28802640956896	43.0	150.0	150	18.181818181818183	34557748.0
AD79_EKDL240003470-1A_223JWCLT4_L2.lib2_1	9.488609222265183	42.0	150.0	150	18.181818181818183	2201191.0
AD79_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.452834233397539	43.0	150.0	150	18.181818181818183	2201191.0
AD79_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	14.694007491877286	43.0	150.0	150	18.181818181818183	31012785.0
AD79_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	15.517914185720556	43.0	150.0	150	18.181818181818183	31012785.0
AD80_EKDL240003470-1A_223JWCLT4_L2.lib2_1	12.406604879730523	43.0	150.0	150	18.181818181818183	863659.0
AD80_EKDL240003470-1A_223JWCLT4_L2.lib2_2	17.42381134185264	46.0	150.0	150	36.36363636363637	863659.0
AD80_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	51.65168139287566	43.0	150.0	150	27.27272727272727	12351965.0
AD80_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	53.795555732379505	46.0	150.0	150	45.45454545454545	12351965.0
AD81_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.8145886317338125	43.0	150.0	150	18.181818181818183	509086.0
AD81_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.334437457584642	44.0	150.0	150	27.27272727272727	509086.0
AD81_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.8964125819526885	43.0	150.0	150	18.181818181818183	7381256.0
AD81_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.387836533348647	44.0	150.0	150	27.27272727272727	7381256.0
AD82_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.3362843334215455	42.0	150.0	150	18.181818181818183	689144.0
AD82_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.392308454891463	43.0	150.0	150	18.181818181818183	689144.0
AD82_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.346775980121535	43.0	150.0	150	18.181818181818183	10345894.0
AD82_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.436611700708923	43.0	150.0	150	27.27272727272727	10345894.0
AD83_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.66455468069583	44.0	150.0	150	18.181818181818183	1530725.0
AD83_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.435490691464892	45.0	150.0	150	18.181818181818183	1530725.0
AD83_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	11.950170251952855	45.0	150.0	150	18.181818181818183	22929788.0
AD83_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	12.806318614824804	45.0	150.0	150	18.181818181818183	22929788.0
AD84_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	88.52736324004006	42.0	150.0	150	18.181818181818183	24801726.0
AD84_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	88.99077282569826	43.0	150.0	150	27.27272727272727	24801726.0
AD85_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	87.73073314635025	45.0	150.0	150	27.27272727272727	17240218.0
AD85_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	87.96496772498432	46.0	150.0	150	18.181818181818183	17240218.0
AD86_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	13.535548413695238	40.0	150.0	150	0.0	13672239.0
AD86_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	14.376460451665423	41.0	150.0	150	0.0	13672239.0
AD87_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.7736967322166635	44.0	150.0	150	18.181818181818183	414014.0
AD87_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.193398729408699	44.0	150.0	150	27.27272727272727	414014.0
AD87_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.9363221641986	44.0	150.0	150	18.181818181818183	5942379.0
AD87_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.495130085662424	44.0	150.0	150	27.27272727272727	5942379.0
AD88_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.054494353991899	43.0	150.0	150	18.181818181818183	984164.0
AD88_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.6726707425954	43.0	150.0	150	18.181818181818183	984164.0
AD88_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.059848796886442	43.0	150.0	150	18.181818181818183	14684966.0
AD88_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.614036243262063	44.0	150.0	150	18.181818181818183	14684966.0
AD89_EKDL240003470-1A_223JWCLT4_L2.lib2_1	9.194161368863135	44.0	150.0	150	18.181818181818183	214435.0
AD89_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.149192364734489	44.0	150.0	150	18.181818181818183	214435.0
AD89_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	4.846674503823067	44.0	150.0	150	18.181818181818183	2908452.0
AD89_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	5.756202499328282	44.0	150.0	150	18.181818181818183	2908452.0
AD90_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.851121991001165	43.0	150.0	150	18.181818181818183	943746.0
AD90_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.77716252960596	43.0	150.0	150	18.181818181818183	943746.0
AD90_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	8.981440637906246	43.0	150.0	150	18.181818181818183	13896499.0
AD90_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	9.806455309051032	43.0	150.0	150	18.181818181818183	13896499.0
AD91_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	88.67793037625172	50.0	150.0	150	36.36363636363637	15078446.0
AD91_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	88.66927651413137	51.0	150.0	150	45.45454545454545	15078446.0
AD93_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.202122907471406	45.0	150.0	150	18.181818181818183	934769.0
AD93_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.663498565754054	46.0	150.0	150	27.27272727272727	934769.0
AD93_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	9.572475464318643	45.0	150.0	150	18.181818181818183	13843962.0
AD93_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	10.969291756896453	46.0	150.0	150	27.27272727272727	13843962.0
AD94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	13.925578753138254	42.0	150.0	150	0.0	37207241.0
AD94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	14.84254205469206	43.0	150.0	150	0.0	37207241.0
AD95_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.105040770817908	43.0	150.0	150	18.181818181818183	1034300.0
AD95_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.862708678557723	43.0	150.0	150	18.181818181818183	1034300.0
AD95_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	8.132604674041588	43.0	150.0	150	18.181818181818183	15301188.0
AD95_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.845720489049043	43.0	150.0	150	18.181818181818183	15301188.0
AD96_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.7037999530832195	41.0	150.0	150	18.181818181818183	686490.0
AD96_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.788750949961099	41.0	150.0	150	18.181818181818183	686490.0
AD96_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.292154079791828	41.0	150.0	150	18.181818181818183	10389174.0
AD96_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.25534940603913	41.0	150.0	150	18.181818181818183	10389174.0
AD97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	10.929396756278479	43.0	150.0	150	0.0	13780644.0
AD97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	11.934425506473673	44.0	150.0	150	0.0	13780644.0
AD98_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	66.91936037042629	44.0	150.0	150	18.181818181818183	28211160.0
AD98_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	67.44743955488819	45.0	150.0	150	18.181818181818183	28211160.0
AD99_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.13836415843177	43.0	150.0	150	18.181818181818183	892071.0
AD99_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.02587325110457	43.0	150.0	150	18.181818181818183	892071.0
AD99_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	8.048383651950502	43.0	150.0	150	18.181818181818183	13184428.0
AD99_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.911550969566505	44.0	150.0	150	18.181818181818183	13184428.0
AE01_EKDL240003470-1A_223JWCLT4_L2.lib2_1	39.38762341482527	56.0	150.0	150	45.45454545454545	856805.0
AE01_EKDL240003470-1A_223JWCLT4_L2.lib2_2	37.720862587548986	53.0	150.0	150	45.45454545454545	856805.0
AE01_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	74.29914321559946	57.0	150.0	150	54.54545454545454	14740530.0
AE01_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	73.37075183662007	54.0	150.0	150	54.54545454545454	14740530.0
AE02_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.226401263393086	43.0	150.0	150	18.181818181818183	1281403.0
AE02_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.139359032609761	43.0	150.0	150	18.181818181818183	1281403.0
AE02_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	9.61460123483937	43.0	150.0	150	18.181818181818183	18791699.0
AE02_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	10.535455093734598	43.0	150.0	150	18.181818181818183	18791699.0
AE03_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.849729761025472	44.0	150.0	150	18.181818181818183	477984.0
AE03_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.022135095528142	44.0	150.0	150	18.181818181818183	477984.0
AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	10.771754902826942	44.0	150.0	150	18.181818181818183	7110612.0
AE03_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	11.963193554583285	45.0	150.0	150	27.27272727272727	7110612.0
AE04_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.635158558995457	41.0	150.0	150	18.181818181818183	1105974.0
AE04_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.821393188262988	42.0	150.0	150	18.181818181818183	1105974.0
AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	10.036494064206806	42.0	150.0	150	18.181818181818183	16057516.0
AE04_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	11.026701707833013	42.0	150.0	150	18.181818181818183	16057516.0
AE05_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.53342788631167	43.0	150.0	150	18.181818181818183	2563659.0
AE05_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.35863091493691	43.0	150.0	150	18.181818181818183	2563659.0
AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	13.58066863670581	44.0	150.0	150	18.181818181818183	37374192.0
AE05_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	14.151750940855564	44.0	150.0	150	18.181818181818183	37374192.0
AE06_EKDL240003470-1A_223JWCLT4_L2.lib2_1	9.341892682078921	43.0	150.0	150	18.181818181818183	398783.0
AE06_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.122538830700009	43.0	150.0	150	18.181818181818183	398783.0
AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.225638294831498	43.0	150.0	150	18.181818181818183	5606762.0
AE06_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.992977052532169	43.0	150.0	150	18.181818181818183	5606762.0
AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	11.366975111295503	45.0	150.0	150	0.0	15632792.0
AE07_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	12.61446984283279	46.0	150.0	150	9.090909090909092	15632792.0
AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	15.052441472582558	44.0	150.0	150	0.0	14666640.0
AE08_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	16.032188827390044	44.0	150.0	150	0.0	14666640.0
AE09_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.389761875610276	45.0	150.0	150	18.181818181818183	1074090.0
AE09_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.50439752955839	45.0	150.0	150	18.181818181818183	1074090.0
AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	9.884156379477758	45.0	150.0	150	18.181818181818183	15598699.0
AE09_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	10.845317812297296	45.0	150.0	150	18.181818181818183	15598699.0
AE91_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.62887725309622	45.0	150.0	150	18.181818181818183	289908.0
AE91_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.438292209003379	45.0	150.0	150	18.181818181818183	289908.0
AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	4.707223991229242	45.0	150.0	150	18.181818181818183	4322555.0
AE91_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	5.434569552606376	45.0	150.0	150	18.181818181818183	4322555.0
AE92_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.76387712266974	45.0	150.0	150	18.181818181818183	1122586.0
AE92_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.42070412708729	45.0	150.0	150	18.181818181818183	1122586.0
AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.325750441243187	45.0	150.0	150	18.181818181818183	15504198.0
AE92_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	8.085279435972737	45.0	150.0	150	18.181818181818183	15504198.0
AE93_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.34015610773588	41.0	150.0	150	18.181818181818183	577394.0
AE93_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.406629533194149	41.0	150.0	150	18.181818181818183	577394.0
AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	6.251774813914267	41.0	150.0	150	18.181818181818183	8468414.0
AE93_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	7.173675693256669	41.0	150.0	150	18.181818181818183	8468414.0
AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	11.352066186736437	48.0	150.0	150	0.0	9121757.0
AE94_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	12.451851575052046	48.0	150.0	150	9.090909090909092	9121757.0
AE95_EKDL240003470-1A_223JWCLT4_L2.lib2_1	7.379002520014012	42.0	150.0	150	18.181818181818183	603269.0
AE95_EKDL240003470-1A_223JWCLT4_L2.lib2_2	8.735203088267255	43.0	150.0	150	27.27272727272727	603269.0
AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	5.497073406684706	43.0	150.0	150	18.181818181818183	9119470.0
AE95_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	6.996543762326397	43.0	150.0	150	27.27272727272727	9119470.0
AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.779352793912324	41.0	150.0	150	0.0	14251667.0
AE96_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.990304425777538	42.0	150.0	150	9.090909090909092	14251667.0
AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	12.991860314477634	44.0	150.0	150	0.0	15438703.0
AE97_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	13.942527818773357	44.0	150.0	150	0.0	15438703.0
AE98_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.992791198070648	44.0	150.0	150	18.181818181818183	855040.0
AE98_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.221245079761616	45.0	150.0	150	18.181818181818183	855040.0
AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	18.617026950630972	45.0	150.0	150	18.181818181818183	12916471.0
AE98_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	19.671468991937147	45.0	150.0	150	27.27272727272727	12916471.0
AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.044707016757883	45.0	150.0	150	0.0	11372995.0
AE99_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	7.944270974295549	45.0	150.0	150	0.0	11372995.0
AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	11.154263649248293	42.0	150.0	150	9.090909090909092	14697173.0
AF01_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	11.742881286314798	42.0	150.0	150	18.181818181818183	14697173.0
AF02_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.74783761169057	42.0	150.0	150	18.181818181818183	961152.0
AF02_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.491868575700863	43.0	150.0	150	18.181818181818183	961152.0
AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	17.43548975492412	43.0	150.0	150	18.181818181818183	14785312.0
AF02_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	18.277565071372308	43.0	150.0	150	18.181818181818183	14785312.0
AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1_1	7.833395764923537	45.0	150.0	150	0.0	14450401.0
AF03_EKDL230051108-1A_22FN5HLT3_L1.lib1_2	8.76150297676233	46.0	150.0	150	0.0	14450401.0
AF04_EKDL240003470-1A_223JWCLT4_L2.lib2_1	9.525361897529564	44.0	150.0	150	18.181818181818183	1373708.0
AF04_EKDL240003470-1A_223JWCLT4_L2.lib2_2	10.480329233674155	44.0	150.0	150	18.181818181818183	1373708.0
AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	17.84627415447592	44.0	150.0	150	27.27272727272727	20334955.0
AF04_EKDL240003470-1A_22JVFTLT3_L1.lib1_2	18.724977623835642	44.0	150.0	150	18.181818181818183	20334955.0
AF05_EKDL240003470-1A_223JWCLT4_L2.lib2_1	8.86828267856336	44.0	150.0	150	18.181818181818183	935384.0
AF05_EKDL240003470-1A_223JWCLT4_L2.lib2_2	9.930238983809602	45.0	150.0	150	18.181818181818183	935384.0
AF05_EKDL240003470-1A_22JVFTLT3_L1.lib1_1	7.54839976184212	44.0	150.0	150	18.181818181818183	14283269.0
